component_id,id,name,description,tags,file,line
7a1ee829-7d39-476f-af1e-6ae88d07efc0,515984642,CLIENT_MAIN_PROCESS_PROBE,picocoap posix example probe,coap;cli,picocoap/examples/posix/client.c,37
